星座,No,名前,メインビルドタイプ,類似の名前
spike_shoes,088,古手川咲夫,counter,古手川咲夫
spike_shoes,089,高嶋房生,special,高鴨房生
spike_shoes,090,松風天馬,bond,松風天馬
spike_shoes,091,施条夏子,special,施条真子
spike_shoes,092,伊佐平紀,special,伊佐平紀
spike_shoes,093,坦里闘史,special,場里闘史
spike_shoes,094,滋園田平美,counter,滋園田平美
spike_shoes,095,恋崎伊奴,rough,恋崎伊雄
spike_shoes,096,遊海瑞,rough,遊海瑞
spike_shoes,097,赤井トンポ,bond,赤井トンボ
spike_shoes,098,詩庵馬,rough,詩庵馳
spike_shoes,099,有野緒美,rough,有野緒美
spike_shoes,100,黒暮肌市,rough,黒暮肌市
spike_shoes,101,関田光之進,counter,閃田光之進
spike_shoes,102,要慎之助,counter,巽慎之助
spike_shoes,103,飛居田伴則,counter,飛居田伴則
spike_shoes,104,法外害徒,special,法外逢徒
spike_shoes,105,鬼村多貨女,special,鬼村多賀女
spike_shoes,106,割形睦奴,tension,割鞘睦雄
spike_shoes,107,後向田基唯,tension,後向田蔵唯
spike_shoes,108,富福涼,rough,富福涼
spike_shoes,109,日場影郎,bond,臼場影郎
spike_shoes,110,清連消,counter,-
spike_shoes,111,殺生門幽,tension,羅生門幽鬼
spike_shoes,112,,special,
spike_shoes,113,小谷みお,special,小谷みお
spike_shoes,114,剛建実直,rough,剛建実直
spike_shoes,115,菊池久美,tension,菊池久美
spike_shoes,116,日井淡人,special,臼井淡人
spike_shoes,117,日井淡人,special,臼井淡人
spike_shoes,118,浅間伝兵衛,rough,浅間伝兵衛
spike_shoes,119,キモロロ,tension,キモロ
spike_shoes,120,メイズ,tension,メイズ
spike_shoes,121,涼風日景,tension,涼風日景
spike_shoes,122,水星加凍,counter,-
spike_shoes,123,居富江輔,rough,居富江輔
spike_shoes,124,小酒井似弥,counter,小酒井似弥
spike_shoes,125,キュユー,special,キュー
spike_shoes,126,蝶野魅知,special,蝶野魅知
spike_shoes,127,トーム,rough,トーム
spike_shoes,128,人へイズ,tension,メイズ
spike_shoes,129,宇都宮虎丸,counter,宇都宮虎丸
spike_shoes,130,ビグ,tension,ビッグ
spike_shoes,131,六道衣紋丈,rough,六道衣紋丞
spike_shoes,132,川満乗児,rough,川満乗児
spike_shoes,133,マリベル・フランミール,special,マリベル・フランミール
spike_shoes,134,弾目関九郎,counter,弾目閃九郎
spike_shoes,135,新狩瑞斗,justice,新狩瑛斗
spike_shoes,136,弥叉光利,special,弥叉光利
spike_shoes,137,サカマキ・トグブロウ,rough,サカマキ・トグロウ
spike_shoes,138,頂挑夢,tension,頂挑夢
spike_shoes,139,板屋江戸丸,special,板屋江戸丸
spike_shoes,140,ステイン・シーアン,special,スティン・シーアン
spike_shoes,141,ニール・カナイ,counter,ニール・カナイ
spike_shoes,142,坊敷灯里,counter,倉敷灯里
spike_shoes,143,伝統田土岐ノ助,special,伝統田土岐ノ助
spike_shoes,144,坊敷灯里,counter,倉敷灯里
spike_shoes,145,加交村良人,bond,加蘇村良人
spike_shoes,146,木攻エミゴコ,special,木庭エミコ
spike_shoes,147,写道知臣,special,冥道知臣
spike_shoes,148,写道知臣,special,冥道知臣
spike_shoes,149,拓原斬,special,掟原斬
spike_shoes,150,間瀬理仁,special,間瀬理仁
spike_shoes,151,比口竹葉,bond,比口竹葉
spike_shoes,152,ニツ宮金次郎,tension,二ツ宮金次郎
spike_shoes,153,邸多丹治,tension,多治順風
spike_shoes,154,式野紫,bond,式野紫
spike_shoes,155,要野樹里亜,rough,要野樹里亜
spike_shoes,156,阿庶崇里,special,阿里恵多
spike_shoes,157,村住薄荷,rough,村住薄荷
spike_shoes,158,紫和悠李,counter,紫芝悠李
spike_shoes,159,氷英坂震人,bond,氷英坂岩人
spike_shoes,160,ニスターK,justice,ミスターＫ
spike_shoes,161,ニスターK,justice,ミスターＫ
steel_frame,001,辺見渡,rough,辺見渡
steel_frame,002,シンティイィイ・ハバフ八,rough,シンティ・ハンパ
steel_frame,003,ネタン,rough,ネタン
steel_frame,004,五郎太,bond,五郎太
steel_frame,005,ゼンキ,bond,ゼンキ
steel_frame,006,石六輝信,counter,石倉輝信
steel_frame,007,信渡望,rough,信濃望
steel_frame,008,蜂須賀シン,counter,蜂須賀シン
steel_frame,009,経目須商,rough,経目須商
steel_frame,010,出右手豊,tension,出右手豊
steel_frame,011,無敵英奴,counter,無敵英雄
steel_frame,012,咲山修二,tension,咲山修二
steel_frame,013,守野優一,counter,守野優一
steel_frame,014,笠原竜也,counter,笠原竜也
steel_frame,015,隼駿介,counter,隼駿介
steel_frame,016,大丸遠,rough,大丸遠
steel_frame,017,,rough,
steel_frame,018,山箇宇城人,rough,山椒宇城人
steel_frame,019,赤江王星,counter,赤江王星
steel_frame,020,目黒和久,rough,目黒和久
steel_frame,021,近井未来,counter,近井未来
steel_frame,022,派田裕司,rough,派田裕司
steel_frame,023,醒尾亮介,rough,椋尾亮介
steel_frame,024,瓜生飾,counter,瓜生飾
steel_frame,025,松原浩介,counter,松原浩介
steel_frame,026,田中太郎,counter,田中太郎
steel_frame,027,時枝培矢,counter,時枝哲矢
steel_frame,028,,counter,
steel_frame,029,海老名安弘,rough,海老名安弘
steel_frame,030,寺井入道,counter,寺井入道
steel_frame,031,秋田癌也,rough,秋田尚也
steel_frame,032,岡田孝太郎,rough,岡田孝太郎
steel_frame,033,天井須,rough,天井遥
steel_frame,034,高沢一樹,counter,高沢一樹
steel_frame,035,青出伸吾,counter,青出伸吾
steel_frame,036,真野有起哉,counter,真野有起哉
steel_frame,037,兵庫陽明,rough,兵庫陽明
steel_frame,038,極路大作,counter,極路大作
steel_frame,039,伊東真一,counter,伊東真一
steel_frame,040,河田健,counter,河田健
steel_frame,041,松下祐量,counter,松下祐基
steel_frame,042,小西努,rough,小西努
steel_frame,043,三村豆鶴,rough,三村貴嶺
steel_frame,044,計良電,rough,計良電
steel_frame,045,門上反治,rough,門上捻治
steel_frame,046,大道聡一,rough,大道聡一
steel_frame,047,宇賀士郎,counter,宇賀士郎
steel_frame,048,西原裕次郎,counter,西原裕次郎
steel_frame,049,髪村切斗,rough,髪村切斗
steel_frame,050,分校進,rough,分校進
steel_frame,051,源田幸次郎,special,源田幸次郎
steel_frame,052,居屋下降,rough,居屋真降
steel_frame,053,新井田文和,counter,新井田文和
steel_frame,054,花形栄治,rough,花形栄治
steel_frame,055,池田秀章,rough,池田秀章
steel_frame,056,石橋頁也,rough,石橋真也
steel_frame,057,多田奴大,rough,蛸田轟大
steel_frame,058,路母東二八,counter,路母東二八
steel_frame,059,河口丈裕,counter,河口丈裕
steel_frame,060,須加守,counter,須加守
steel_frame,061,福川将大,rough,縁川将大
steel_frame,062,浜田一二夫,rough,浜田一二夫
steel_frame,063,中島史寿,counter,中島史寿
steel_frame,064,井山童子,rough,升山童子
steel_frame,065,牧有以子,counter,牧有以子
steel_frame,066,伊奈合歓子,counter,伊奈合歓子
steel_frame,067,志田英佳,rough,志田英佳
steel_frame,068,武上温吉,counter,武上勇吉
steel_frame,069,責部比呂駐,rough,南部比呂文
steel_frame,070,キハム・ウンヨン,rough,キム・ウンヨン
steel_frame,071,伊豆寺四葉,rough,伊豆寺四葉
steel_frame,072,ザッツクグ・アブドウラ,counter,ザック・アブドゥラ
steel_frame,073,種田望都,counter,種田望都
steel_frame,074,川成冨生,counter,川成富生
steel_frame,075,松谷和竹,counter,松谷和穂
steel_frame,076,,rough,
steel_frame,077,青海議正,rough,青海幸正
steel_frame,078,ルルド・ベリッロ,rough,パルド・ベリッロ
steel_frame,079,インディゴ・ラズリ,counter,インディゴ・ラズリ
steel_frame,080,スティープブプ・ウツドマッツク,rough,スティーブ・ウッドマック
steel_frame,081,エステバン・カルロス,counter,エステバン・カルロス
steel_frame,082,ジヨルジヨ・ジセンニーニ,counter,ジョルジョ・ジャンニーニ
steel_frame,083,マンティイス,counter,マンティス
steel_frame,084,ケビン・ビノ,rough,ケビン・ピノ
steel_frame,085,エンリコ・オリビエ,counter,エンリコ・オリビエ
steel_frame,086,,rough,
steel_frame,087,孫家仲課,counter,孫家仲謀
steel_frame,088,,counter,
steel_frame,089,エカデル,counter,エカデル
steel_frame,090,メフイスト,counter,メフィスト
steel_frame,091,テオドール・ワウルリッヒ,counter,テオドール・ウルリッヒ
steel_frame,092,挫札終,rough,捨札終
steel_frame,093,ビエール・ゴダン,rough,ピエール・ゴダン
steel_frame,094,丹屋使枝,counter,丹屋使枝
steel_frame,095,田版啓右,counter,田版啓右
steel_frame,096,林膝灯貞,rough,林藤親貞
steel_frame,097,魔法陣,rough,魔法陣
steel_frame,098,自由主義,counter,自由主義
steel_frame,099,黄整凪仁,rough,黄整凪仁
steel_frame,100,十河法一郎,rough,十河法一郎
steel_frame,101,越賀鉄,counter,越賀鉄昂
steel_frame,102,船旗勇斗,rough,船旗勇斗
steel_frame,103,漁火平丸,counter,漁火平丸
steel_frame,104,,rough,
steel_frame,105,阿久田川房之佑,rough,阿久田川房之佑
steel_frame,106,永久童子,counter,永久童子
steel_frame,107,,bond,
steel_frame,108,奥佐野奨哉,counter,奥佐野舞哉
steel_frame,109,正宗五朗,rough,正宗五朗
steel_frame,110,椎府座人,rough,椎府盗人
steel_frame,111,留萌頃記,rough,留萌頃彦
steel_frame,112,,counter,
steel_frame,113,北厳猛二,counter,北厳猛雪
steel_frame,114,仁木帝矢,rough,征木帝矢
steel_frame,115,新木書,rough,新木朗
steel_frame,116,村崎喜彦,counter,村崎喜彦
steel_frame,117,,rough,
steel_frame,118,高田阿玖介,rough,高田阿玖介
steel_frame,119,中岡修清,rough,中岡修清
steel_frame,120,針立来,counter,針立棘
steel_frame,121,上窒夢代,rough,上霧夢代
steel_frame,122,組目由紀子,counter,細目由紀子
steel_frame,123,夕宮咲子,counter,夕宮咲子
steel_frame,124,組目由紀子,counter,細目由紀子
steel_frame,125,巣賀外緒,rough,巣賀舛緒
steel_frame,126,牙山道三,tension,牙山道三
steel_frame,127,港浦堅次,rough,港浦堅次
steel_frame,128,四分一量人,rough,四分一鯖人
steel_frame,129,須久江資角,rough,須久江資角
steel_frame,130,露布伊夜,rough,露布伊夜
steel_frame,131,,rough,
steel_frame,132,椎発田利久,rough,椎発田利久
steel_frame,133,花月塁,counter,花月塁
steel_frame,134,,rough,
steel_frame,135,七地根留,rough,七地根留
steel_frame,136,断波維介,rough,斯波維介
steel_frame,137,揺湯しらベ,counter,揺蕩しらべ
steel_frame,138,,counter,
steel_frame,139,井手原線咲,rough,井手原弥咲
steel_frame,140,日島堂再,counter,-
steel_frame,141,丸出剛里駄,rough,丸出剛里駄
steel_frame,142,火々野爆秋,rough,火々野爆炎
steel_frame,143,填場光蔵,rough,範場光蔵
steel_frame,144,キュユーティマスクノ,counter,キューティマスク
steel_frame,145,居合揚一,rough,鷹剣揚一
steel_frame,146,朱瑠増盾臣,counter,朱瑠璃盾臣
steel_frame,147,黄皆修字,rough,黄昏修字
steel_frame,148,下濾條都,counter,下波全都
steel_frame,149,下濾條都,counter,下波全都
steel_frame,150,北上総吉,rough,北上総吉
steel_frame,151,北上総吉,rough,北上総吉
steel_frame,152,荒々木愛,rough,荒々木豪
steel_frame,153,フィニンツ,counter,フィニク
steel_frame,154,百測桃吉,rough,百瀬桃吉
steel_frame,155,百測桃吉,rough,百瀬桃吉
steel_frame,156,荒々木愛,rough,荒々木豪
steel_frame,157,リンラン・ククール,counter,リン・クール
steel_frame,158,リンラン・ククール,counter,リン・クール
steel_frame,159,デオス,bond,デオス
steel_frame,160,デオス,bond,デオス
steel_frame,161,ザッツト,counter,ザット
steel_frame,162,ザッツト,counter,ザット
steel_frame,163,ユウチ,counter,ユウチ
steel_frame,164,ユウチ,counter,ユウチ
steel_frame,165,加還迷児,rough,勒印迷児
steel_frame,166,加還迷児,rough,勒印迷児
steel_frame,167,レイチエル・ビッツクルズ,rough,レイチェル・ピックルズ
steel_frame,168,ハルンス・マーマレード,rough,ハンス・マーマレード
steel_frame,169,レイチエル・ビッツクルズ,rough,レイチェル・ピックルズ
steel_frame,170,,counter,
steel_frame,171,桂木小十郎,rough,桂木小十郎
steel_frame,172,半田下一,counter,半田真一
steel_frame,173,根深三実,rough,根深韮実
steel_frame,174,ガルシルド・ベイハルン,special,ガルシルド・ベイハン
steel_frame,175,千宮路大悟,counter,千宮路大悟
steel_frame,176,ガルシルド・ベイハルン,special,ガルシルド・ベイハン
steel_tower,001,東京,counter,東京
steel_tower,002,日影リンダ,counter,日影リンダ
steel_tower,003,天久和志朗,counter,天久和志朗
steel_tower,004,エミール・ラザノ,counter,エミール・ラザノ
steel_tower,005,淡頂枚ゼル,rough,ゼル
steel_tower,006,中井陽介,bond,中井陽介
steel_tower,007,荒須乱,bond,荒須乱
steel_tower,008,黒部立樹,justice,黒部立樹
steel_tower,009,芸腕好武,tension,芸夢好武
steel_tower,010,柳生十郎,special,柳生十郎
steel_tower,011,山郷暴,bond,山郷暴
steel_tower,012,御良一輝,justice,御良一輝
steel_tower,013,平良貞,bond,平良貞
steel_tower,014,小葉登,justice,小荒登
steel_tower,015,浮島一人,justice,浮島一人
steel_tower,016,店街隠典,special,店街隠典
steel_tower,017,波田野漂,bond,波田野漣
steel_tower,018,阿修宮三夫,counter,阿修羅三夫
steel_tower,019,金井満,tension,金井満
steel_tower,020,徳井種延,rough,徳井種延
steel_tower,021,福士守行,rough,福士宏行
steel_tower,022,伊波登,counter,伊波登
steel_tower,023,伊勢隼人,tension,伊勢隼人
steel_tower,024,長刀睦人,tension,長刀睦人
steel_tower,025,井頭針次,rough,井頭針次
steel_tower,026,開川路也,bond,開川路也
steel_tower,027,開川路也,bond,開川路也
steel_tower,028,坊橋大,special,倉橋大
steel_tower,029,山梨不二夫,bond,山梨不二夫
steel_tower,030,皿山秀責,rough,皿山秀貴
steel_tower,031,中村夢千代,bond,中村夢千代
steel_tower,032,竹田合馬,bond,竹田合馬
steel_tower,033,鳥取雄吾,bond,鳥取雄吾
steel_tower,034,鳥取雄吾,bond,鳥取雄吾
steel_tower,035,西月放,justice,西月彦
steel_tower,036,白石輝,justice,白石輝
steel_tower,037,壮健大,special,梅崎健大
steel_tower,038,,bond,
steel_tower,039,流周一,counter,流周一
steel_tower,040,流周一,counter,流周一
