星座,No,名前,メインビルドタイプ
トルネード座,92,フアン・スベルディア,必殺
トルネード座,93,エノレル,必殺
トルネード座,94,三羽 踊,カウンター
トルネード座,95,高城乃 風子,ラフプレー
トルネード座,96,理央 マルシャ,ラフプレー
トルネード座,97,召喚 願,テンション
トルネード座,98,航海 遙,必殺
トルネード座,99,多陣 香美,ラフプレー
トルネード座,100,千徳 真咲,テンション
トルネード座,101,情報 整理,テンション
トルネード座,102,小塙 直影,ラフプレー
トルネード座,103,炉保手 楠美,ラフプレー
トルネード座,104,電算 機美,テンション
トルネード座,105,統計 解,必殺
トルネード座,106,大笹 牧吾郎,カウンター
トルネード座,107,堀米 乱太,正義
トルネード座,108,永源 羽乃,カウンター
トルネード座,109,恵隆 亜須帆,カウンター
トルネード座,110,扇森 宗厚,必殺
トルネード座,111,手裏 ケン,カウンター
トルネード座,112,狙撃 手津雄,正義
トルネード座,113,鈎名和 掛,正義
トルネード座,114,苦無 中,テンション
トルネード座,115,走破 耐久,ラフプレー
トルネード座,116,巻菱 逃,正義
トルネード座,117,剣城 京介,ラフプレー
トルネード座,118,木屋 功治,ラフプレー
トルネード座,119,秋山 ヒミコ,必殺
トルネード座,120,鬼怒川 我貫,カウンター
トルネード座,121,比嘉 健康,テンション
トルネード座,122,氷里 樹,ラフプレー
トルネード座,123,安藤 恒之,テンション
トルネード座,124,海図 航一郎,テンション
トルネード座,125,住井 礼,キズナ
トルネード座,126,比嘉志 欣也,正義
トルネード座,127,土井垣 元,必殺
トルネード座,128,藍野 勇,キズナ
トルネード座,129,正添 快晴,カウンター
トルネード座,130,郷里 乱造,カウンター
トルネード座,131,雨露 しずく,カウンター
トルネード座,132,布施 覆,ラフプレー
トルネード座,133,九朗田 踊助,正義
トルネード座,134,福山 繰栖,ラフプレー
トルネード座,135,北下 武利,正義
トルネード座,136,太力 場佳,正義
トルネード座,137,怖川 霊子,ラフプレー
トルネード座,138,佐々西 己利,カウンター
トルネード座,139,空森 射子,ラフプレー
トルネード座,140,書原 辰人,正義
トルネード座,141,四井 静時,必殺
トルネード座,142,縁帽 踏,必殺
トルネード座,143,鷹垣 爪二郎,キズナ
トルネード座,144,加銘 礼央,カウンター
トルネード座,145,内村 正士郎,カウンター
トルネード座,146,品田 戴,カウンター
トルネード座,147,初市 詠美,キズナ
トルネード座,148,場津 典子,カウンター
トルネード座,149,恵理栖 準星,キズナ
トルネード座,150,釘崎 鉄男,カウンター
トルネード座,151,山郭 乗,カウンター
トルネード座,152,鉢緒 真樹夫,キズナ
トルネード座,153,播磨 忠,キズナ
トルネード座,154,三井 想汰,カウンター
トルネード座,155,早田 捌矢緒,ラフプレー
トルネード座,156,桜流 舞衣子,正義
トルネード座,157,烏賊水 脚面,ラフプレー
トルネード座,158,速斗 瞬一,必殺
トルネード座,159,月雪 花世,ラフプレー
トルネード座,160,線引 疾人,ラフプレー
トルネード座,161,名村 宏,テンション
トルネード座,162,磁倶 爽子,必殺
トルネード座,163,剣城 優一,正義
トルネード座,164,露原 曇 利,テンション
トルネード座,165,弁天 九郎丸,ラフプレー
トルネード座,166,椎名 紅絹乃,ラフプレー
トルネード座,167,南乃 武虎,必殺
トルネード座,168,折上 夜子,キズナ
トルネード座,169,姜 伯麒,キズナ
トルネード座,170,マスラ,正義
トルネード座,171,亜風炉 照美,必殺
トルネード座,172,ザナーク・アバロニク,ラフプレー
トルネード座,173,櫛田 ぬい,カウンター
トルネード座,174,宇和 たえ こ,カウンター
トルネード座,175,神宮 皇月,ラフプレー
トルネード座,176,九平 映夢,カウンター
トルネード座,177,暮乃 判華,テンション
トルネード座,178,風蓮 白矢,ラフプレー
トルネード座,179,透山 波抜,カウンター
トロフィー座,1,土州 恋,正義
トロフィー座,2,アンジェロ・ガブリーニ,カウンター
トロフィー座,3,劉 備,必殺
トロフィー座,4,森杉 久,ラフプレー
トロフィー座,5,ドレーヌ,正義
トロフィー座,6,手札 来斗,必殺
トロフィー座,7,常磐 勝男,カウンター
トロフィー座,8,中山 律,正義
トロフィー座,9,間 竜介,キズナ
トロフィー座,10,闘馬 草太,テンション
トロフィー座,11,武方 勝,ラフプレー
トロフィー座,12,源田 幸次郎,必殺
トロフィー座,13,山岸 迫,正義
トロフィー座,14,服部 陸,テンション
トロフィー座,15,白金 希,正義
トロフィー座,16,芥川 治,キズナ
トロフィー座,17,札野 蝶司,必殺
トロフィー座,18,電光 則武,テンション
トロフィー座,19,久家 君麻呂,正義
トロフィー座,20,伊達 竜,必殺
トロフィー座,21,縄手 万作,テンション
トロフィー座,22,尾泉 平介,カウンター
トロフィー座,23,井川 豊,キズナ
トロフィー座,24,打崎 達士,必殺
トロフィー座,25,佐賀 三兵,キズナ
トロフィー座,26,井出 龍吉,正義
トロフィー座,27,古武 合気,キズナ
トロフィー座,28,絵嶋 裕斗,キズナ
トロフィー座,29,上坂 納,テンション
トロフィー座,30,高野 瑠偉,キズナ
トロフィー座,31,向野 征二,キズナ
トロフィー座,32,家永 章,テンション
トロフィー座,33,野家 広貼,カウンター
トロフィー座,34,玉月 瞬,ラフプレー
トロフィー座,35,赤羽 隼士,正義
トロフィー座,36,桜井 広司,正義
トロフィー座,37,吉見 久敏,正義
トロフィー座,38,サガミネーター,正義
トロフィー座,39,能登 郁海,テンション
トロフィー座,40,結城 昭吾,正義
トロフィー座,41,今崎 恵一,キズナ
トロフィー座,42,竹之内 波恵,必殺
トロフィー座,43,左久 亮介,カウンター
トロフィー座,44,米谷 砂絵,正義
トロフィー座,45,ソル・ヒョンデ,テンション
トロフィー座,46,江本 征典,キズナ
トロフィー座,47,ゴルド・ディアス,カウンター
トロフィー座,48,マーティン・スコール,テンション
トロフィー座,49,馬乗 炉出雄,必殺
トロフィー座,50,コルジァ・セレーゾ,カウンター
トロフィー座,51,白鷲 乙弥,テンション
トロフィー座,52,福王子 麻伊子,正義
トロフィー座,53,洲飛 伊都史,キズナ
トロフィー座,54,多流 漕,キズナ
トロフィー座,55,更科 梨華,テンション
トロフィー座,56,御前 里巳,カウンター
トロフィー座,57,シュウ,必殺
トロフィー座,58,番東 辺亜美,ラフプレー
トロフィー座,59,磯崎 研磨,カウンター
トロフィー座,60,白竜,必殺
トロフィー座,61,菊地 一太,キズナ
トロフィー座,62,糸川 吉信,テンション
トロフィー座,63,織田 信長,ラフプレー
トロフィー座,64,上村 六飛,正義
トロフィー座,65,ココ・バナバ,ラフプレー
トロフィー座,66,イシドシュウジ,正義
トロフィー座,67,剛田 弐蔵,必殺
トロフィー座,68,幕下 照,必殺
トロフィー座,69,アンドレ・ブラン,キズナ
トロフィー座,70,萬屋 能力,必殺
トロフィー座,71,アー・ダッチン,テンション
トロフィー座,72,アーロン・アダムス,必殺
トロフィー座,73,円算 数士,ラフプレー
トロフィー座,74,黒倉 光邦,正義
トロフィー座,75,アニータ・ナバロ,正義
トロフィー座,76,綾小路 操,テンション
トロフィー座,77,九鬼 真次,必殺
トロフィー座,78,工畑 公親,キズナ
ドラゴン座,1,吉良 周吾,ラフプレー
ドラゴン座,2,砂木沼 治,キズナ
ドラゴン座,3,真地 椎 矢,キズナ
ドラゴン座,4,トラル,カウンター
ドラゴン座,5,マビ,カウンター
ドラゴン座,6,甘井 一哉,必殺
ドラゴン座,7,青島 薫,ラフプレー
ドラゴン座,8,深沢 念司,必殺
ドラゴン座,9,森元 陸斗,テンション
ドラゴン座,10,風魔 小平太,正義
ドラゴン座,11,長友 喪,ラフプレー
ドラゴン座,12,染岡 竜吾,テンション
ドラゴン座,13,寺川 巌,カウンター
ドラゴン座,14,定良 保,テンション
ドラゴン座,15,備流田 光一,ラフプレー
ドラゴン座,16,雷鳴 仁,ラフプレー
ドラゴン座,17,土盛 工司,キズナ
ドラゴン座,18,沖田 創,必殺
ドラゴン座,19,天野 陽介,ラフプレー
ドラゴン座,20,白間 涼,カウンター
ドラゴン座,21,時任 信,カウンター
ドラゴン座,22,新間 読,キズナ
ドラゴン座,23,回法 文夫,ラフプレー
ドラゴン座,24,地道 彰,テンション
ドラゴン座,25,音下 重樹,テンション
ドラゴン座,26,福岡 武雄,ラフプレー
ドラゴン座,27,札幌 澄太,ラフプレー
ドラゴン座,28,金堅 護,正義
ドラゴン座,29,八重樫 智,テンション
ドラゴン座,30,名島 税,必殺
ドラゴン座,31,院法 歩,必殺
ドラゴン座,32,手瑞 徹,ラフプレー
ドラゴン座,33,筆田 隆,カウンター
ドラゴン座,34,銀輪 純明,カウンター
ドラゴン座,35,対崎 暇,カウンター
ドラゴン座,36,龍造 寺男,ラフプレー
ドラゴン座,37,板橋 真,カウンター
ドラゴン座,38,水戸 邦光,テンション
ドラゴン座,39,加持 徹,カウンター
ドラゴン座,40,幸原 一徳,ラフプレー
ドラゴン座,41,映内 正樹,キズナ
ドラゴン座,42,吹石 光太郎,テンション
ドラゴン座,43,振端 敦,カウンター
ドラゴン座,44,滝沢 敏也,必殺
ドラゴン座,45,品川 隆博,カウンター
ドラゴン座,46,湿原 然,ラフプレー
ドラゴン座,47,古謝 秀範,ラフプレー
ドラゴン座,48,村松 諒,必殺
ドラゴン座,49,荒木 俊児,必殺
ドラゴン座,50,坂口 新奈,カウンター
ドラゴン座,51,曽田 一徳,テンション
ドラゴン座,52,名香野 真登,ラフプレー
ドラゴン座,53,堂上 健太,カウンター
ドラゴン座,54,無双 千仙,キズナ
ドラゴン座,55,竹葉 貞朗,必殺
ドラゴン座,56,池戸 天音,ラフプレー
ドラゴン座,57,乱橋 胡杏,カウンター
ドラゴン座,58,森滝 恭史,カウンター
ドラゴン座,59,仁平 信平,必殺
ドラゴン座,60,王仁 禅竹,ラフプレー
ドラゴン座,61,仲根 吹美,テンション
ドラゴン座,62,和木 圭一郎,カウンター
ドラゴン座,63,赤空 真宏,必殺
ドラゴン座,64,勝武 洋三,キズナ
ドラゴン座,65,深尾 虹気,カウンター
ドラゴン座,66,閃光寺 修一,カウンター
ドラゴン座,67,南雲 晴矢,キズナ
ドラゴン座,68,ジョー・ジョーンズ,必殺
ドラゴン座,69,エルビン・フォルツ,必殺
ドラゴン座,70,ノ・ソンジュン,ラフプレー
ドラゴン座,71,カルロス・アロヨ,テンション
ドラゴン座,72,ジラフ,必殺
ドラゴン座,73,ジェローム・エロワ,テンション
ドラゴン座,74,レオーネ・バティゴ,テンション
ドラゴン座,75,マーク・クルーガー,正義
ドラゴン座,76,ビアンコ・ペルラ,テンション
ドラゴン座,77,エルンスト・フロデノ,ラフプレー
ドラゴン座,78,ロッソ・グラナート,カウンター
ドラゴン座,79,オットナー・ガイ,テンション
ドラゴン座,80,属性賀 熱血,テンション
ドラゴン座,81,イッカ・スタックス,キズナ
ドラゴン座,82,射水 一賢,カウンター
ドラゴン座,83,伊和都 勇真,必殺
ドラゴン座,84,入来院 幹乗,テンション
ドラゴン座,85,砥鹿 火蓮,必殺
ドラゴン座,86,伊勢屋 実,必殺
ドラゴン座,87,潮 賢次郎,必殺
ドラゴン座,88,石狩 雷太,テンション
ドラゴン座,89,錦 龍馬,テンション
ドラゴン座,90,梨巣野 ケン た,キズナ
ドラゴン座,91,角倉 比二莉,テンション
ドラゴン座,92,来島 常貞,ラフプレー
ドラゴン座,93,葛西 克仁,カウンター
ドラゴン座,94,木瀧 常緒,ラフプレー
ドラゴン座,95,嶋 左門字,テンション
ドラゴン座,96,跳沢 真波,カウンター
ドラゴン座,97,洞爺 国広,必殺
ドラゴン座,98,帆田 光洋,ラフプレー
ドラゴン座,99,堤美 智,キズナ
ドラゴン座,100,有働 開,必殺
ドラゴン座,101,留紅 石子,必殺
ドラゴン座,102,興津 碧洋,テンション
ドラゴン座,103,近藤野 信次郎,ラフプレー
ドラゴン座,104,肩野 刃,カウンター
ドラゴン座,105,都頼 安来,キズナ
ドラゴン座,106,百園 頼音,必殺
ドラゴン座,107,黒沢 丹九,テンション
ドラゴン座,108,番場 長 宏,キズナ
ドラゴン座,109,松戸 科学,カウンター
ドラゴン座,110,巻谷 錐,キズナ
ドラゴン座,111,阿基 米久,ラフプレー
ドラゴン座,112,儀井 具利夫,必殺
ドラゴン座,113,物図 骸,キズナ
ドラゴン座,114,出門 優雄,カウンター
ドラゴン座,115,黒棲 幽人,カウンター
ドラゴン座,116,松土 才円,テンション
ドラゴン座,117,四芭都 小恋路,テンション
ドラゴン座,118,角塚 手御那,キズナ
ドラゴン座,119,無敵 蹴人,カウンター
ドラゴン座,120,横紙 つん,キズナ
ドラゴン座,121,阿基 栗栖,必殺
ドラゴン座,122,楽路 素華,必殺
ドラゴン座,123,茂田井 細子,カウンター
ドラゴン座,124,裏野 番 子,必殺
ドラゴン座,125,剛田 快,キズナ
ドラゴン座,126,加納 一活,テンション
ドラゴン座,127,諸葛 亮,カウンター
ドラゴン座,128,工党 千児,ラフプレー
ドラゴン座,129,シンジャミ,カウンター
ドラゴン座,130,綾部 奉公郎,必殺
ドラゴン座,131,ヴェネト,必殺
ドラゴン座,132,ザタン,テンション
ドラゴン座,133,テラウ,キズナ
ドラゴン座,134,ダミアン・ルージュ,ラフプレー
ドラゴン座,135,刃槍 蒼多,必殺
ドラゴン座,136,フランツ・ヴィオレ,カウンター
ドラゴン座,137,遠国 伝ノ輔,キズナ
ドラゴン座,138,徐 鈴庶,カウンター
ドラゴン座,139,ヌク・ハカ,必殺
ドラゴン座,140,砂木沼 治,必殺
ドラゴン座,141,イムス,必殺
ドラゴン座,142,黄 漢忠,キズナ
ドラゴン座,143,馬 超孟,ラフプレー
ドラゴン座,144,黒部 ゆき,テンション
ドラゴン座,145,ヘンジー・ストーンズ,ラフプレー
ドラゴン座,146,リック・ウォーリー,必殺
ドラゴン座,147,エル・シオン,ラフプレー
ドラゴン座,148,海老原 夏生,キズナ
ドラゴン座,149,星 美哉,ラフプレー
ドラゴン座,150,六実 秀夫,必殺
ドラゴン座,151,郷 敏男,必殺
